GivenName,MiddleInitial,Surname,StreetAddress,City,ZipCode,EmailAddress,TelephoneNumber,GUID,Latitude,Longitude,Kilograms,Centimeters,Company,Occupation
Sheldon,C,Gothard,"3279 Anmoore Road",Brooklyn,11209,SheldonCGothard@cuvox.de,718-745-1743,aa45987a-cf61-4e51-97c5-e35b6602ed19,40.538253,-73.993916,90.8,167,"Warehouse Club, Inc.","Chief financial officer"
Larry,M,Dumas,"3992 Powder House Road","West Palm Beach",33410,LarryMDumas@jourrapide.com,561-630-0472,fb445bf4-11b8-463f-9412-ad120773cd3d,26.749159,-80.034442,59.5,183,MegaSolutions,"Labor relations manager"
Michael,D,Killingsworth,"4427 Straford Park",Burnside,42519,MichaelDKillingsworth@fleckens.hu,606-561-8508,403ab408-f79b-4742-9c31-d85cc325b80e,36.876058,-84.476127,67.8,167,"Asian Plan","Industrial relations director"
John,T,Freeman,"132 Prospect Valley Road","Los Angeles",90017,JohnTFreeman@cuvox.de,310-906-8186,50f18211-abe3-429b-8f1c-d03f82b7e274,34.041754,-118.311223,72.0,168,"The Flying Hippo ","Contract skidder"
Ella,A,Lawrence,"1973 Coventry Court",Biloxi,39531,EllaALawrence@armyspy.com,228-239-0567,220eb715-d7df-4d46-955f-7615f8d064a1,30.378472,-88.951725,48.3,173,"Endicott Shoes","Mobile heavy equipment service technician"
Kenneth,B,Yoder,"2768 Huntz Lane",Leominster,01453,KennethBYoder@cuvox.de,978-534-3406,cff9a5ef-c9c3-4def-9e2c-bee86efa1107,42.615654,-71.795346,100.5,171,"The Spotted Cougar","Geographic information specialist"
Kimberly,R,Miller,"4294 Bryan Avenue","Goodhue County Mn",55066,KimberlyRMiller@cuvox.de,651-380-4455,5121638b-a788-472f-adc6-8963abd22685,44.495347,-92.650493,62.6,153,"Simple Solutions","Slot key person"
Eric,F,Thomas,"3045 Neuport Lane",Dunwoody,30338,EricFThomas@superrito.com,770-351-2483,38ba4975-fac2-46b8-8b08-6040f957dca0,33.879531,-84.31296,78.4,184,"Gold Leaf Garden Management","Tour guide"
Peggy,M,Ames,"1585 Randolph Street",Worcester,01609,PeggyMAmes@rhyta.com,508-756-5930,501045de-91e8-4997-a2ee-5b3c5de90f78,42.38552,-71.795409,62.8,163,"Food Giant","Wildlife officer"
Jamison,J,Meyers,"1601 Pinnickinnick Street",Sayreville,08872,JamisonJMeyers@superrito.com,732-898-6632,71fe6ab3-7f46-46c6-97f7-c9d079c4b472,40.368403,-74.33764,70.1,167,"Fragrant Flower Lawn Services","Maintenance and repair worker"
Luz,J,Howell,"4156 Hillcrest Lane",Irvine,92714,LuzJHowell@cuvox.de,949-955-1690,5d067fef-09c6-4a2d-8db2-bc3132b0348d,33.736343,-117.689891,90.0,168,"Nelson Brothers","Personal attendant"
Laura,C,Lybarger,"4050 Main Street",Bellevue,98007,LauraCLybarger@dayrep.com,425-747-5217,e5766d8e-e347-4acb-b24f-6588f54b7c41,47.568785,-122.167767,98.5,163,"The Wiz","Animal control worker"
James,M,Moore,"4251 Providence Lane","La Puente",91744,JamesMMoore@rhyta.com,626-918-2834,c49b2449-ece8-45a6-9669-1fc251448362,34.043503,-117.947081,99.2,170,"First Choice Garden Maintenance",Bodyguard
Janet,H,Harris,"1858 Rose Street","San Jose",95113,JanetHHarris@teleworm.us,707-955-4438,fc05af1f-043c-4938-8187-caaba2af97a6,37.399757,-121.874999,64.6,171,"Handy Andy","Park naturalist"
Henrietta,J,Pope,"2653 Spring Haven Trail","West Orange",07052,HenriettaJPope@rhyta.com,973-736-6798,eda0e4ae-2b84-4d46-ba22-a77c6af2fd1f,40.87999,-74.336462,53.1,166,Ejecta,Carpenter
Daniel,M,Covington,"3887 Libby Street","Los Angeles",90017,DanielMCovington@armyspy.com,310-298-3706,74497a23-01d6-4715-bedd-a54a9030c704,34.137628,-118.206408,74.9,172,Stratabiz,"Information architect librarian"
David,M,Peacock,"2905 White Oak Drive",Kingsville,64061,DavidMPeacock@gustr.com,816-597-0491,919b8712-8a72-4d99-b160-1853f840a3e1,38.832856,-94.063881,60.3,166,"Elm Farm","Administrative support manager"
David,S,Perez,"645 Pearl Street",Sacramento,95823,DavidSPerez@einrot.com,916-392-0642,87c15ca4-d255-4cb9-8006-2ad239532480,38.550881,-121.510643,103.5,165,"Eli Moore Inc","Systems administrator"
Susie,J,Brake,"1918 Stanley Avenue","Great Neck",11021,SusieJBrake@superrito.com,516-466-5700,7b556734-91f5-48b1-ac76-16cd44af37fd,40.882718,-73.737716,64.6,161,"Wealth Zone Group",Blogger
Anita,E,Hill,"4235 Leroy Lane",Parkston,57366,AnitaEHill@rhyta.com,605-928-5804,d794ee19-bff8-48c5-9cf0-7c0be32a6e56,43.473184,-97.941328,77.7,166,"Pro Property Maintenance","Claims adjuster"
Nicole,B,Craig,"1623 Matthews Street",Cedarville,61032,NicoleBCraig@einrot.com,815-563-7115,8707ec95-eacb-4589-a4f3-c6675806dc76,42.305443,-89.607377,49.9,165,"Greenwich IGA","Structural engineer"
Sandra,J,Kim,"1055 Freedom Lane",Stockton,95204,SandraJKim@fleckens.hu,209-349-1130,523ead20-d371-47fc-846f-ab59e65f3795,38.02161,-121.264555,70.7,165,"Kids Mart","Electronic prepress technician"
Herbert,S,Cagle,"4844 Alexander Drive",Kamay,76367,HerbertSCagle@teleworm.us,940-438-1262,46aea2e7-47dd-40fc-bbc7-7d36f5bc9795,33.897604,-98.86034,78.5,172,"Flagg Bros. Shoes","Government auditor"
Jeffery,F,Brunson,"3283 Shearwood Forest Drive","Bretton Woods",03575,JefferyFBrunson@gustr.com,603-278-5775,4b8c7d50-4390-43fc-a32e-e49851e45b7a,44.205155,-71.372045,73.0,163,"Envirotecture Design","Department manager"
Elvis,E,Guillen,"3413 Hershell Hollow Road","Aliso Viejo",92656,ElvisEGuillen@teleworm.us,424-772-8990,a780fd74-b3a0-468c-ae3e-0ca392d54d47,33.48209,-117.708984,88.9,171,Cavages,"Wholesale buyer"
Kathy,F,Guzman,"2253 Frum Street",Nashville,37211,KathyFGuzman@dayrep.com,615-331-5310,9c65fd1d-89d0-4242-86ca-90b204f5a705,36.086808,-86.714005,71.1,162,Thompson,"Insurance sales agent"
Keith,E,Sherrill,"4893 Kinney Street",Amherst,01002,KeithESherrill@fleckens.hu,413-573-6484,cc45ebb8-8228-4a75-8c27-70a2fdc77337,42.342128,-72.534349,76.9,169,Liberal,"Dairy farmer"
James,Y,Bollman,"2849 Garrett Street",Philadelphia,19106,JamesYBollman@cuvox.de,267-942-8740,a09c3ab2-a090-4424-89d0-4787ffcbe5be,39.960067,-75.213048,86.8,188,"Bombay Company","Crushing, grinding, and polishing machine operator"
Bernice,D,Cross,"361 Freshour Circle",Stockton,95219,BerniceDCross@jourrapide.com,209-969-9709,95c6493a-f3f9-48e7-9dbe-0f5655fe1a19,38.097945,-121.332561,91.3,159,"Plunkett Home Furnishings","Tire repairer"
Henry,M,Roberge,"4750 Hillcrest Circle",Minneapolis,55411,HenryMRoberge@einrot.com,763-520-4481,3a7ff8db-04d7-4c14-8bcd-0ee101fde5a5,44.975361,-93.234033,77.2,178,Prospa-Pal,"Social work assistant"
Hugh,J,Seymour,"382 Marion Street",Lunenburg,05906,HughJSeymour@rhyta.com,802-892-6890,8a3a5fd5-7a4d-4c35-af83-bb42341480a4,44.426008,-71.723453,80.1,168,"Frank's Nursery & Crafts","Real estate appraiser"
Susan,A,Navarro,"1774 Pike Street","San Diego",92103,SusanANavarro@cuvox.de,858-633-4288,afd3b9de-08b6-486e-bab6-dd7939ff4a46,32.814673,-117.101062,100.5,169,"Happy Family","Immigration inspector"
Gloria,J,Vasquez,"3806 South Street",Iraan,79744,GloriaJVasquez@einrot.com,432-639-6748,b313f2ef-6ff6-4db0-b0dd-0216ab358595,30.864612,-102.086682,52.1,160,GEX,Mason
Mary,H,Council,"4631 Bassell Avenue",Wichita,67202,MaryHCouncil@cuvox.de,501-631-9404,d49b6348-e4f1-4eb3-a787-f04a69652881,37.739633,-97.269391,52.3,157,"Bay Furniture","Nursery and greenhouse manager"
Robbie,D,Williams,"920 Nelm Street",Washington,20200,RobbieDWilliams@einrot.com,571-723-8105,1c0294b1-d260-4ebf-b842-59c97282608d,38.86403,-77.075664,48.7,169,"China Coast","Video control engineer"
Daphne,M,Coble,"3618 Oakdale Avenue",Arcadia,33821,DaphneMCoble@fleckens.hu,863-485-8396,44360c65-9125-44bd-8070-1caff5cde9c4,27.046786,-81.870047,91.7,153,"Better Business Ideas and Services","Baggage porter"
Tonya,E,Rios,"2553 Coulter Lane",Richmond,23222,TonyaERios@cuvox.de,804-332-6813,52683d4c-70c5-4a67-8cb3-93358a7666d6,37.561086,-77.370587,87.2,166,"Team Designers and Associates",Psychologist
Wendy,R,Ford,"458 Gorby Lane",Picayune,39466,WendyRFord@teleworm.us,601-285-3316,81349889-6640-437b-baf7-d93ba1d715cb,30.577356,-89.501919,69.5,160,Warshal's,"Support clerk"
Thomas,C,Hairston,"2406 Sugar Camp Road","West Concord",55985,ThomasCHairston@dayrep.com,507-527-6217,263d85d3-72e5-4934-9cd2-c676aa8c69ea,44.068686,-92.849006,86.4,189,"Shabby Chic","Regional geographer"
David,R,Basham,"2018 Anmoore Road",Bronx,10458,DavidRBasham@fleckens.hu,718-733-4283,21b280f2-fb6c-4101-83af-658989f260ea,40.766,-73.847712,78.5,182,"Fresh Start","Data input clerk"
Matthew,C,Kilburn,"3758 Diamond Street",Asheville,28801,MatthewCKilburn@jourrapide.com,828-562-5229,d221b8c9-ae2b-44aa-ba39-fa975e554f73,35.536698,-82.543693,80.3,184,Konsili,"Assignment clerk"
Peter,M,Peach,"2905 Hickory Lane",Washington,20024,PeterMPeach@armyspy.com,202-493-2621,52862bed-edeb-4f7f-9dd9-e94d64683058,38.814562,-77.106458,76.4,172,"Spaceage Stereo","Image designer"
Susan,P,Zimmerman,"2536 Franklee Lane",Philadelphia,19108,SusanPZimmerman@cuvox.de,484-568-4734,4605ec01-fbd1-49bd-8b3e-3006b2797a28,39.952038,-75.153057,53.9,166,Opticomp,"Occupational health nurse"
Karen,K,Tillman,"966 Brown Bear Drive",Pomona,91766,KarenKTillman@jourrapide.com,951-588-9887,d2f8b63b-949b-4404-acfa-74ac7e6d9275,33.94182,-117.817612,102.0,166,"Rolling Thunder","Manifold binding worker"
Martha,D,Herrera,"3388 Byers Lane",Chico,95926,MarthaDHerrera@armyspy.com,530-828-3606,321081e0-c663-4428-9ea5-e66b2d24b4bd,39.668405,-121.878511,80.2,155,"Pearl Architectural Design",Agronomist
Johnnie,R,Barnes,"2318 Maple Street",Irvine,92614,JohnnieRBarnes@rhyta.com,714-391-6565,05682c90-7efa-4c68-9707-ad3f436c13bc,33.659606,-117.939927,94.2,161,"Super Duper","Cellular technician"
Stephanie,G,Fenner,"789 Archwood Avenue","Mountain View",82939,StephanieGFenner@dayrep.com,307-850-6272,308cbba9-61a5-4401-813c-ff5822847a88,41.2691,-110.431868,58.7,168,"King Carol",Mineralogist
Shannon,R,Dwyer,"2257 New Street",Eugene,97401,ShannonRDwyer@armyspy.com,541-342-7144,40f33596-674a-409a-96a3-8e8599e12e06,44.101436,-123.074118,103.5,164,"Century House","System operator"
William,L,Jacques,"1211 Matthews Street",Marengo,60152,WilliamLJacques@armyspy.com,815-568-0052,880cb17e-1ef4-4ecd-858b-3282d4e376dd,42.176413,-88.660442,81.7,172,"Big Star Markets","Compliance officer"
Chris,M,Lamb,"4376 Juniper Drive",Saginaw,48607,ChrisMLamb@cuvox.de,989-924-4265,fbc3c652-9557-4ac9-aeab-42c05d132407,43.459527,-84.007395,109.7,178,"Total Yard Management","Cementing and gluing machine tender"
Linda,E,Stout,"1080 Travis Street",Miami,33131,LindaEStout@gustr.com,772-594-5315,ac987a94-0676-41c1-b088-9dfb07647297,25.791191,-80.112393,61.5,172,"Envirotecture Design Service","Food service manager"
Matilda,A,Collins,"922 Birch  Street","El Paso",79924,MatildaACollins@cuvox.de,915-587-1983,4a63d6ad-9995-454b-8407-585660406241,31.957579,-106.46713,65.0,166,"Courtesy Hardware Store","Clinical social worker"
Edward,J,Smith,"1332 Eastland Avenue",Hattiesburg,39401,EdwardJSmith@gustr.com,601-390-1280,cf52b15f-11e0-48ec-bae6-e04e4dcde9c9,31.346087,-89.309837,80.2,175,Adapt,"Bindery worker"
Paula,C,Taylor,"4779 Twin Oaks Drive","Grand Rapids",49503,PaulaCTaylor@superrito.com,231-416-5966,94a004da-6dab-474a-b8db-4f2cd6179390,43.004554,-85.642241,76.3,159,"Dream Home Improvements","Home health nurse"
Angelica,F,Stanko,"4224 Fairfield Road","East Troy",53120,AngelicaFStanko@fleckens.hu,262-642-3275,cd76215c-44e5-4844-8bad-2d50996d169b,42.847847,-88.301174,91.0,165,"Rainbow Bay Crafts","Letterpress setter"
Santiago,T,Fryar,"2317 Sunburst Drive","Fort Myers",33901,SantiagoTFryar@armyspy.com,239-324-4293,bdfa2d33-ebd8-48cf-858e-f72e8f75674a,26.606509,-81.814937,106.0,185,Briazz,"Tour escort"
Bonnie,J,Chandler,"2503 Thompson Drive",Oakland,94621,BonnieJChandler@fleckens.hu,510-425-7034,b72d0bb3-7fea-49e0-86f4-afba45c8460e,37.723995,-122.137779,85.0,165,Hill-Behan,"Spray machine operator"
Laverne,K,Jackson,"3472 Smithfield Avenue",Lubbock,79410,LaverneKJackson@cuvox.de,806-784-7714,4489d93f-235e-47e8-b077-4f260fbc3ac5,33.528096,-101.969504,89.5,177,"Jay Jacobs","Line repairer"
Simone,R,Davis,"576 Memory Lane",Oglesby,61348,SimoneRDavis@armyspy.com,815-883-4075,e7cdf983-24ea-4c77-a911-11dfd22b3780,41.314803,-88.984599,52.6,159,"Grade A Investment","Leasing manager"
Brandon,K,Hamilton,"1956 Thunder Road","San Mateo",94403,BrandonKHamilton@rhyta.com,650-574-1590,a7207371-ae63-45b7-a4b4-d2c40aca1200,37.516915,-122.363279,92.8,178,Maxaprofit,"U.S. Border Patrol agent"
Diane,J,Villarreal,"4007 Science Center Drive","Coeur D Alene",83814,DianeJVillarreal@rhyta.com,208-618-6806,dd3f532a-27c8-4eae-878b-cc83fa912d64,47.629561,-116.879791,78.5,162,Laneco,"Industrial engineering technician"
Shannon,M,Regan,"4306 Rubaiyat Road","Grand Rapids",49508,ShannonMRegan@gustr.com,231-637-3012,edd627c5-5642-4036-81bd-bf09a3e92dc0,42.846775,-85.639303,70.6,181,"Modern Architecture Design","Human resources representative"
Johnny,V,Cheng,"186 Woodstock Drive","El Monte",91731,JohnnyVCheng@fleckens.hu,626-435-1744,ea95da5a-ce49-4446-a1a6-e41e7a81a4cb,34.179235,-117.975784,93.5,183,"Buena Vista Garden Maintenance","Physical therapist assistant"
Ray,K,Kopp,"2678 Birch Street",Brownsburg,46112,RayKKopp@rhyta.com,317-858-4704,363a1ead-8c7a-4ec7-9a8c-185ae0aab869,39.883675,-86.29209,88.3,186,"Full Color",Conciliator
Janie,L,Hanford,"967 Red Maple Drive","Los Angeles",90017,JanieLHanford@rhyta.com,323-414-0659,f3b0aca7-8600-46e8-8bef-3968b300c720,33.98363,-118.306387,51.4,157,"Four Leaf Clover","Recreational therapist"
Andres,B,Ritchie,"1756 Jim Rosa Lane","San Rafael",94901,AndresBRitchie@superrito.com,415-746-0145,de7ffce0-941b-4ba9-87aa-770204a61dd3,38.020746,-122.517249,70.4,169,Hill-Behan,"Fire prevention specialist"
Benjamin,A,Metcalf,"1028 Randolph Street",Cambridge,02142,BenjaminAMetcalf@dayrep.com,508-734-6291,aa765370-c7e0-4517-a39e-6a368979c192,42.277692,-71.177016,78.7,175,"Cut Rite Lawn Care","College faculty"
Gail,L,Short,"3888 Oakridge Lane",Macon,31206,GailLShort@cuvox.de,478-234-1668,899cee87-8d3d-4965-909a-f16fb9054dbc,32.855351,-83.76493,60.1,169,"Franklin Music","Employee relations manager"
Joseph,V,Clark,"4898 Woodland Avenue",Metairie,70007,JosephVClark@fleckens.hu,985-746-1084,be956e0f-9f56-4ee6-9abe-25d58c5789d1,29.984714,-90.098011,92.3,179,FamilyMart,"Billing and posting clerk"
Cory,J,Earley,"3749 Freshour Circle","San Antonio",78205,CoryJEarley@superrito.com,210-207-5081,23e8733a-bfc7-458a-b95e-14375e5e87e5,29.461689,-98.58307,81.0,186,d.e.m.o.,"Research psychologist"
Alexander,S,Ferreira,"3065 Drummond Street",Boonton,07005,AlexanderSFerreira@rhyta.com,973-257-1960,ab78ff29-51dc-45bf-a7ea-28178bb9265e,40.845732,-74.461541,66.5,173,"University Stereo",Paraprofessional
Terry,T,Harris,"744 Aviation Way","Los Angeles",90071,TerryTHarris@teleworm.us,213-955-4214,fa2fa84d-186b-418c-9bb4-a49941f7393b,34.013296,-118.299037,60.0,169,"Leath Furniture","Costume attendant"
Roy,L,Holguin,"2183 Stewart Street",Indianapolis,46225,RoyLHolguin@fleckens.hu,317-612-1378,c09f861c-d811-4192-9244-745658264dbb,39.761392,-86.204129,114.4,179,Planetbiz,Etcher
Sherry,T,Battles,"2005 County Line Road",Tampa,33619,SherryTBattles@einrot.com,727-798-0642,a6438b4d-d9d1-4085-a8e0-390e86e0a1d6,27.993086,-82.4058,69.0,172,"Realty Depot","Bicycle repairer"
Virginia,H,Hollomon,"3778 Maple Lane",Madison,35758,VirginiaHHollomon@armyspy.com,256-542-7158,241b72c0-1e56-4ea3-b251-9522c82e8253,34.686889,-86.698959,101.4,168,"Universo Realtors","Broker associate"
Darryl,M,McCauley,"1720 Henry Ford Avenue",Tulsa,74116,DarrylMMcCauley@armyspy.com,918-234-1187,d446024f-7ecd-4c58-b632-58ff0a0dbb24,36.190418,-95.867679,104.5,177,Playworld,"Semiconductor assembler"
Ralph,L,Whitson,"4735 Marie Street",Reisterstown,21136,RalphLWhitson@gustr.com,410-861-7607,05560c41-0fd1-47d3-8d04-9ae57d086482,39.405285,-76.764712,85.9,168,"Megatronic Plus","Secondary school teacher"
Edna,E,Puentes,"108 Dark Hollow Road","Egg Harbor",08232,EdnaEPuentes@dayrep.com,609-204-0608,de2c47f0-6b1b-41c7-ae5a-f1c63cd4c1da,39.471088,-74.658796,104.3,156,"Burger Chef","Mine safety engineer"
Louie,E,Waddell,"3771 Doe Meadow Drive",Rockville,20850,LouieEWaddell@jourrapide.com,301-545-9929,584abf66-c6bb-449e-9706-0568286c8281,39.063299,-77.181233,80.5,169,"The High Heelers","Telephone installer"
Martha,J,Arias,"2911 Walnut Street",Jackson,39211,MarthaJArias@rhyta.com,601-617-9523,eb3886d9-4f05-4398-9432-da89f77d3872,32.315603,-90.108073,63.1,156,"Boston Sea Party","Aeronautical drafter"
Lon,S,Kenworthy,"2815 Pike Street","San Diego",92101,LonSKenworthy@dayrep.com,858-570-8922,81230457-771e-404e-a6aa-4f35533d9e81,32.644639,-117.062644,90.4,174,"Great Clothes","Administrative support specialist"
John,G,Kenner,"2284 D Street",Southfield,48075,JohnGKenner@jourrapide.com,586-428-2901,31228054-f3ef-489d-973c-8d4ba9872102,42.534307,-83.313248,97.1,180,"Red Fox Tavern","Library binding worker"
Emma,R,McGowan,"1021 Tavern Place",Englewood,80112,EmmaRMcGowan@rhyta.com,303-981-6138,c74c2ea2-cedd-464f-a5bd-bf2bc20b0d30,39.587303,-104.783701,66.2,150,Monmax,"Dry-cleaning worker"
Paula,T,Singletary,"840 Essex Court",Richmond,05477,PaulaTSingletary@cuvox.de,802-329-0250,2ded99d0-1fee-4900-93df-20467a961bea,44.353253,-72.808013,67.9,162,"Leath Furniture","Electronics technician"
Juli,W,Burch,"3982 Corbin Branch Road",Knoxville,27912,JuliWBurch@cuvox.de,423-449-9949,a51cabf5-a77d-4467-87e2-57ae57beaf49,35.995272,-83.914475,77.3,164,"Twin Food Stores","Purchase-and-sales clerk"
Rebecca,B,Moreno,"3787 Main Street",Lynnwood,98037,RebeccaBMoreno@teleworm.us,425-742-6821,b4d61b17-3d87-4dc9-ad5c-15a9e34ac342,47.836758,-122.281393,67.9,156,Intelacard,"Process pipeline drafter"
David,M,Chavez,"3842 Stoney Lonesome Road",Scranton,18510,DavidMChavez@teleworm.us,570-405-3233,25444dd9-b56c-4ed2-a0d4-ba1558ad5b4b,41.327203,-75.656785,75.8,184,Powerbod,"Maxillofacial radiologist"
Stephen,N,Thomas,"2816 Ritter Street",Huntsville,35806,StephenNThomas@fleckens.hu,256-327-7869,c3154b9a-264e-49a3-ab55-31685cd8b921,34.772775,-86.691926,71.8,183,Galyan's,Orthodontist
Richard,E,Sears,"1935 Bastin Drive",Newark,19714,RichardESears@armyspy.com,484-641-7904,2c6c2bb1-fe00-4de7-ab27-a7226f410e68,39.683662,-75.628486,90.4,182,Tradewell,"Industrial equipment technician"
Sharon,E,Bailey,"1410 Dog Hill Lane",Home,66438,SharonEBailey@armyspy.com,785-736-8227,b39c0ace-dbfb-4348-8eb4-3d8901ffd7e7,39.869697,-96.479017,89.1,156,"Penn Fruit",Endodontist
Paul,M,Goodlow,"2430 Buck Drive","Salt Lake City",84104,PaulMGoodlow@teleworm.us,801-940-9088,c5c725f1-59b3-4f2b-bf2e-b60866792372,40.824461,-112.035572,76.0,169,Hill-Behan,"Service station attendant"
Michael,E,Sisson,"3251 Tecumsah Lane","Cedar Rapids",52401,MichaelESisson@fleckens.hu,319-210-7605,1895263f-b229-4e10-928b-da778a54c314,41.90555,-91.591201,99.2,164,"Big Star Markets","Athletic director"
Carla,R,Anderson,"4333 Village View Drive","Fort Myers",33901,CarlaRAnderson@rhyta.com,239-910-3247,dd662e5a-9d2a-4a52-aec6-0fd600c0dc3b,26.533494,-81.969959,52.9,161,"Rhodes Furniture","Assistant principal"
Virginia,J,Rose,"131 Terra Cotta Street",Hawley,56549,VirginiaJRose@rhyta.com,218-483-4857,e4c25152-f973-4560-8f57-6206393a5c79,46.816208,-96.27387,102.4,160,"Mars Music","Ticket clerk"
Matthew,B,Jackson,"3892 Frosty Lane",Owego,13827,MatthewBJackson@teleworm.us,607-751-3344,6d7ff4ba-ab53-4d47-abaa-59567fc1b957,42.155441,-76.24381,73.6,171,"Cut Rite",Psychiatrist
Thomas,M,Manning,"2746 Luke Lane",Enid,73701,ThomasMManning@superrito.com,580-242-2073,962f62e6-470e-4a57-974c-6aa79903a39a,36.540367,-97.725109,70.2,166,"You Are Successful",Sorter
Joan,J,Stein,"2577 Delaware Avenue","San Francisco",94107,JoanJStein@superrito.com,415-310-6416,ab518aba-7a4f-4b32-b1ed-6b111d3d52e4,37.715558,-122.476001,73.9,173,"Realty Solution","Refuse and recyclable material collector"
Ricardo,P,Crowell,"3142 Hartway Street",Viborg,57070,RicardoPCrowell@armyspy.com,605-766-0918,90f2ffce-5121-4bac-8a51-5d336e05b21a,43.177696,-97.092492,78.6,167,"Budget Tapes & Records","Administrative support services director"
Darlene,A,Siple,"4312 Ashcraft Court","San Diego",92121,DarleneASiple@gustr.com,619-398-2091,a236b172-303b-413e-9aa0-90e0a09e0335,32.883925,-117.297967,75.3,152,"Castle Realty","Coil winder"
Jack,S,Agee,"1726 Church Street",Brooklyn,11223,JackSAgee@dayrep.com,718-449-8666,90401e25-16c4-48d1-b91d-9d68d8d5cbcb,40.580343,-74.050863,106.4,186,"Square Circle","Occupational health and safety technician"
Tonya,G,Watson,"1904 Post Avenue",Fisher,56723,TonyaGWatson@rhyta.com,218-891-4862,12a14bfb-ee27-45d3-83e7-185a072cab8b,47.787874,-96.721685,57.5,172,Opticomp,"Oral and maxillofacial radiologist"
Christina,J,Mason,"2976 Rivendell Drive",Akron,44307,ChristinaJMason@fleckens.hu,330-815-0127,1d871aba-243c-4652-b90b-0ad6633af22a,41.148981,-81.538398,72.3,165,"The Great Train Stores","Electromechanical equipment assembler"
Luz,N,Robinson,"3579 Oakdale Avenue",Lakeland,33801,LuzNRobinson@gustr.com,863-510-8627,e6c1cd92-701e-4854-89ed-38a8edccb1d0,27.991833,-81.968667,52.2,164,"Mr Fables",Playwright
Keith,M,McWilliams,"1091 County Line Road",Tampa,33614,KeithMMcWilliams@dayrep.com,727-692-4666,e6e3fb21-0579-4de5-93e3-34446bf1f882,27.939933,-82.575756,85.4,169,"Rich and Happy","Tamping equipment operator"
Ron,L,Nichols,"4882 Hillcrest Drive",Auburn,98002,RonLNichols@armyspy.com,253-333-0157,c5ec4f1b-4c23-4c50-84d3-4aa677d3574b,47.368964,-122.202484,110.4,170,Thorofare,"Office assistant"
Samuel,K,McMullen,"3427 Woodbridge Lane",Livonia,48150,SamuelKMcMullen@fleckens.hu,313-522-0588,3cfbb8ab-1d9e-4bce-8f0b-ca15678cf3a8,42.441365,-83.37006,103.2,183,ManCharm,Psychiatrist
Lawrence,M,Sherman,"2076 Fleming Street",Dothan,36303,LawrenceMSherman@einrot.com,334-340-8215,e092627c-1e9b-452b-8feb-fa566a7eb0ac,31.231079,-85.451451,84.3,168,"New World","Elevator constructor"
Paula,J,Turpin,"2851 Glenwood Avenue",Independence,44131,PaulaJTurpin@superrito.com,216-326-4644,5520860c-c3d5-4856-9a38-aec0fcbacbf8,41.349514,-81.602214,53.7,154,"Record & Tape Outlet","Administrative worker supervisor"
